question,entity,event,answer
Which political party did Ulrike Trebesius belong to before independent politician?,Ulrike Trebesius,independent politician,Liberal Conservative Reformers
"Which position did Sir Love Jones-Parry, 1st Baronet hold before Member of the 23rd Parliament of the United Kingdom?","Sir Love Jones-Parry, 1st Baronet",Member of the 23rd Parliament of the United Kingdom,Member of the 22nd Parliament of the United Kingdom
Which team did José Eloy Jiménez Moreno play for before Hellín CF?,José Eloy Jiménez Moreno,Hellín CF,CD Castellón
Who was the head of Budapest District XI before Imre László?,Budapest District XI,Imre László,Tamás Hoffmann
Which employer did Uffe Ellemann-Jensen work for before Dagbladet Børsen?,Uffe Ellemann-Jensen,Dagbladet Børsen,DR Nyheder
Which team did Paul Hinshelwood play for before Colchester United F.C.?,Paul Hinshelwood,Colchester United F.C.,Millwall F.C.
Who was the head of Dochia before Constantin Păduraru?,Dochia,Constantin Păduraru,Iulian-Gheorghe Ciubotaru
Which position did Ismaʿil Sidqi hold before Minister of Religious Endowment?,Ismaʿil Sidqi,Minister of Religious Endowment,Agriculture Minister
Who was the head coach of the team FC Zbrojovka Brno before Miloslav Machálek?,FC Zbrojovka Brno,Miloslav Machálek,Svatopluk Habanec
Which team did Wang Guoming play for before Cangzhou Mighty Lions F.C.?,Wang Guoming,Cangzhou Mighty Lions F.C.,Dalian Shide F.C.
Which employer did Paul Arthur Schilpp work for before Northwestern University?,Paul Arthur Schilpp,Northwestern University,University of the Pacific
Who was the chair of Fédération Internationale de l'Automobile before Paul de Metternich-Winneburg?,Fédération Internationale de l'Automobile,Paul de Metternich-Winneburg,Amaury de Mérode
Which team did Eric Kwekeu play for before Sapins FC?,Eric Kwekeu,Sapins FC,AS Mangasport
Who was the head of Nantou County before Meng Fan-chao?,Nantou County,Meng Fan-chao,Liu Yu-you
Which position did Richard Ryder hold before Member of the 18th Parliament of Great Britain?,Richard Ryder,Member of the 18th Parliament of Great Britain,Member of the 17th Parliament of Great Britain
Which position did Dietmar Keller hold before member of the German Bundestag?,Dietmar Keller,member of the German Bundestag,member of the Volkskammer
Who was the head of Móstoles before Daniel Ortiz Espejo?,Móstoles,Daniel Ortiz Espejo,Esteban Parro
Who was the head coach of the team New York Liberty before Anne Donovan?,New York Liberty,Anne Donovan,Richie Adubato
Who was the head of Budapest District XI before Tamás Hoffmann?,Budapest District XI,Tamás Hoffmann,Gyula Molnár
Who was the head of Isabela before Rodolfo T. Albano III?,Isabela,Rodolfo T. Albano III,Faustino G. Dy III
Which employer did Nada Al-Nashif work for before UNESCO?,Nada Al-Nashif,UNESCO,"International Labour Organization Headquarters, Geneva"
Which political party did Jerzy Buzek belong to before Solidarity Electoral Action?,Jerzy Buzek,Solidarity Electoral Action,Solidarity
"Which position did Sir William Curtis, 1st Baronet hold before Member of the 1st Parliament of the United Kingdom?","Sir William Curtis, 1st Baronet",Member of the 1st Parliament of the United Kingdom,Member of the 18th Parliament of Great Britain
Who was the head of Plzeň before Jiří Šneberger?,Plzeň,Jiří Šneberger,Zdeněk Prosek
Who was the head of Mende before Henri Trémolet de Villers?,Mende,Henri Trémolet de Villers,Paulin Daudé-Gleize
Which team did Yves Deroff play for before Angers SCO?,Yves Deroff,Angers SCO,En Avant de Guingamp
Who was the head of Chicago before Charles McNeill Gray?,Chicago,Charles McNeill Gray,Walter Smith Gurnee
Who was the chair of Roman Catholic Diocese of Gaspé before Joseph Gilles Napoléon Ouellet?,Roman Catholic Diocese of Gaspé,Joseph Gilles Napoléon Ouellet,Jean-Marie Fortier
"Which position did Sir Charles Burrell, 3rd Baronet hold before Member of the 18th Parliament of the United Kingdom?","Sir Charles Burrell, 3rd Baronet",Member of the 18th Parliament of the United Kingdom,Member of the 17th Parliament of the United Kingdom
Which team did Joe Lievesley play for before Chesterfield F.C.?,Joe Lievesley,Chesterfield F.C.,Arsenal F.C.
Which team did Steve Jones play for before Leigh Genesis F.C.?,Steve Jones,Leigh Genesis F.C.,Sligo Rovers F.C.
Which employer did Felix Klein work for before Leipzig University?,Felix Klein,Leipzig University,Technical University of Munich
Which position did Samuel Whitbread hold before Member of the 20th Parliament of the United Kingdom?,Samuel Whitbread,Member of the 20th Parliament of the United Kingdom,Member of the 19th Parliament of the United Kingdom
Who was the head of Soviet Union before Nikolai Ryzhkov?,Soviet Union,Nikolai Ryzhkov,Nikolai Tikhonov
Which team did Sergio Codognato play for before Calcio Catania?,Sergio Codognato,Calcio Catania,FC Inter Milan
Who was the head coach of the team R.S.C. Anderlecht before Vincent Kompany?,R.S.C. Anderlecht,Vincent Kompany,Franky Vercauteren
Who was the head coach of the team Legia Warsaw before Dariusz Wdowczyk?,Legia Warsaw,Dariusz Wdowczyk,Krzysztof Gawara
"Which position did Frederick Elwyn Jones, Baron Elwyn-Jones hold before Member of the 42nd Parliament of the United Kingdom?","Frederick Elwyn Jones, Baron Elwyn-Jones",Member of the 42nd Parliament of the United Kingdom,Member of the 41st Parliament of the United Kingdom
Who was the head of Georgia before Giorgi Kvirikashvili?,Georgia,Giorgi Kvirikashvili,Bidzina Ivanishvili
Which team did Craig McKeown play for before Brora Rangers F.C.?,Craig McKeown,Brora Rangers F.C.,Stirling Albion F.C.
Who was the chair of United States Department of State before Condoleezza Rice?,United States Department of State,Condoleezza Rice,Colin Powell
Which team did Eduardo Hernández-Sonseca play for before Oviedo CB?,Eduardo Hernández-Sonseca,Oviedo CB,Club Melilla Baloncesto
Which position did Chris Ruane hold before Member of the 57th Parliament of the United Kingdom?,Chris Ruane,Member of the 57th Parliament of the United Kingdom,Member of the 55th Parliament of the United Kingdom
Which employer did Friedrich Leo work for before University of Göttingen?,Friedrich Leo,University of Göttingen,University of Strasbourg
Which team did Lukas Mössner play for before FK Austria Wien?,Lukas Mössner,FK Austria Wien,SK Austria Kärnten
Who was the head coach of the team Fremantle Football Club before Mark Harvey?,Fremantle Football Club,Mark Harvey,Ben Allan
Who was the chair of Chamber of Deputies before Jean Asselborn?,Chamber of Deputies,Jean Asselborn,Jean Spautz
Which position did Peter Aldous hold before Member of the 56th Parliament of the United Kingdom?,Peter Aldous,Member of the 56th Parliament of the United Kingdom,Member of the 55th Parliament of the United Kingdom
Who was the head of Chicago before Alson Sherman?,Chicago,Alson Sherman,Benjamin Wright Raymond
Which employer did Margaret Atwood work for before Sir George Williams University?,Margaret Atwood,Sir George Williams University,University of British Columbia
Which team did Yuzo Minami play for before V-Varen Nagasaki?,Yuzo Minami,V-Varen Nagasaki,Ehime FC
Which position did Arthur Roche hold before prefect of the Congregation for Divine Worship and the Discipline of the Sacraments?,Arthur Roche,prefect of the Congregation for Divine Worship and the Discipline of the Sacraments,diocesan bishop
Who was the head of Kyōto Prefecture before Munenori Saito?,Kyōto Prefecture,Munenori Saito,Sukenari Yokoyama
Which position did Andrés Chadwick hold before senator of Chile?,Andrés Chadwick,senator of Chile,deputy of Chile
Where was Princess Eugenie educated before Marlborough College?,Princess Eugenie,Marlborough College,"St George's School, Windsor Castle"
"Which position did Donald Anderson, Baron Anderson of Swansea hold before Member of the 48th Parliament of the United Kingdom?","Donald Anderson, Baron Anderson of Swansea",Member of the 48th Parliament of the United Kingdom,Member of the 47th Parliament of the United Kingdom
Who was the chair of Czech Social Democratic Party before Jan Hamáček?,Czech Social Democratic Party,Jan Hamáček,Bohuslav Sobotka
Which team did Willie Steel play for before Birmingham City F.C.?,Willie Steel,Birmingham City F.C.,Liverpool F.C
Which employer did Sabine Hyland work for before University of St Andrews?,Sabine Hyland,University of St Andrews,Columbus State University
Who was the head of Romania before Alexandru G. Golescu?,Romania,Alexandru G. Golescu,Dimitrie Ghica
Which employer did Sydney Chapman work for before University of Cambridge?,Sydney Chapman,University of Cambridge,Royal Observatory
Which team did Marco Piccinni play for before S.S.D. Lucchese 1905?,Marco Piccinni,S.S.D. Lucchese 1905,F.B. Brindisi 1912
Where was John Konchar educated before Indiana University – Purdue University Fort Wayne?,John Konchar,Indiana University – Purdue University Fort Wayne,Community High School
Who was the chair of Communist Party of the Soviet Union before Konstantin Chernenko?,Communist Party of the Soviet Union,Konstantin Chernenko,Yuri Andropov
Which employer did Juan Cuevas Perales work for before Valencia Cathedral?,Juan Cuevas Perales,Valencia Cathedral,Mezquita Catedral
Who was the head coach of the team Legia Warsaw before Aleksandar Vuković?,Legia Warsaw,Aleksandar Vuković,Czesław Michniewicz
Which team did Neil Danns play for before Crystal Palace F.C.?,Neil Danns,Crystal Palace F.C.,Birmingham City F.C.
Which political party did Nicola Zingaretti belong to before Democrats of the Left?,Nicola Zingaretti,Democrats of the Left,Democratic Party of the Left
Which position did Anne-Marie Descôtes hold before Permanent secretary of the French Foreign Affairs Ministry?,Anne-Marie Descôtes,Permanent secretary of the French Foreign Affairs Ministry,ambassador of France to Germany
Who was the chair of Eurelectric before Francesco Starace?,Eurelectric,Francesco Starace,António Mexia
Who was the chair of Brazilian Academy of Sciences before Juliano Moreira?,Brazilian Academy of Sciences,Juliano Moreira,Henrique Charles Morize
Who was the head coach of the team Sweden men's national ice hockey team before Kent Forsberg?,Sweden men's national ice hockey team,Kent Forsberg,Curt Lundmark
Who was the head of state of People's Republic of China before Yang Shangkun?,People's Republic of China,Yang Shangkun,Li Xiannian
Which employer did I. J. Good work for before Government Communications Headquarters?,I. J. Good,Government Communications Headquarters,University of Manchester
Which team did Caín Fara play for before Club Ferro Carril Oeste?,Caín Fara,Club Ferro Carril Oeste,Estudiantes de Buenos Aires
Which team did Martin Stankev play for before FC Etar 1924 Veliko Tarnovo?,Martin Stankev,FC Etar 1924 Veliko Tarnovo,FC Vihren Sandanski
Which political party did Valentina Tereshkova belong to before Our Home – Russia?,Valentina Tereshkova,Our Home – Russia,Communist Party of the Soviet Union
Who was the head coach of the team France men's national volleyball team before Nicolae Sotir?,France men's national volleyball team,Nicolae Sotir,Marcel Mathoré
Who was the head coach of the team Sweden men's national ice hockey team before Tommy Sandlin?,Sweden men's national ice hockey team,Tommy Sandlin,Leif Boork
Who was the head of Skælskør Municipality before Søren Clausen?,Skælskør Municipality,Søren Clausen,Johannes Lyshjelm
Which employer did Sabine Hyland work for before Columbus State University?,Sabine Hyland,Columbus State University,Conception Seminary College
Who was the chair of United States Department of State before Mike Pompeo?,United States Department of State,Mike Pompeo,Rex Tillerson
Who was the head coach of the team Aris Thessaloniki F.C. before Apostolos Mantzios?,Aris Thessaloniki F.C.,Apostolos Mantzios,Michael Oenning
Who was the chair of Economic Community of West African States before Abdoulaye Wade?,Economic Community of West African States,Abdoulaye Wade,Alpha Oumar Konaré
Who was the head coach of the team Tennis Borussia Berlin before Mirko Slomka?,Tennis Borussia Berlin,Mirko Slomka,Winfried Schäfer
Which employer did I. J. Good work for before Virginia Tech?,I. J. Good,Virginia Tech,Trinity College
Which team did Eduardo Hernández-Sonseca play for before Real Madrid Baloncesto?,Eduardo Hernández-Sonseca,Real Madrid Baloncesto,Real Madrid Baloncesto B
Which employer did Lee Anna Clark work for before University of Notre Dame?,Lee Anna Clark,University of Notre Dame,University of Iowa
Who was the chair of Roman Catholic Diocese of Gaspé before Bertrand Blanchet?,Roman Catholic Diocese of Gaspé,Bertrand Blanchet,Joseph Gilles Napoléon Ouellet
Who was the head of Hong Kong before Carrie Lam?,Carrie Lam,the head of Hong Kong,CY Leung
Which team did Theo Bücker play for before FC Schalke 04?,Theo Bücker,FC Schalke 04,Al Ittihad FC
Who was the head of Miskolc before Pál Veres?,Miskolc,Pál Veres,Ákos Kriza
"Which position did Sir Charles Warde, 1st Baronet hold before Member of the 28th Parliament of the United Kingdom?","Sir Charles Warde, 1st Baronet",Member of the 28th Parliament of the United Kingdom,Member of the 27th Parliament of the United Kingdom
Who was the chair of Civic Choice before Alberto Bombassei?,Civic Choice,Alberto Bombassei,Mario Monti
Who was the head coach of the team FC Bayern Munich before Ottmar Hitzfeld?,FC Bayern Munich,Ottmar Hitzfeld,Giovanni Trapattoni
Who was the head of Hamburg before Max Brauer?,Hamburg,Max Brauer,Rudolf Petersen
Which team did Alyaksey Belavusaw play for before FC Dinamo Minsk?,Alyaksey Belavusaw,FC Dinamo Minsk,FC Dinamo-Juni Minsk
Who was the head of Hon-Hergies before Léopold Boez?,Hon-Hergies,Léopold Boez,Achille Désiré Hongne
Which team did Ernie Thompson play for before Gateshead F.C.?,Ernie Thompson,Gateshead F.C.,Manchester United F.C.
Which employer did Enrique Tierno Galván work for before University of Salamanca?,Enrique Tierno Galván,University of Salamanca,University of Murcia
Which position did Patrick Joseph O'Brien hold before Member of the 27th Parliament of the United Kingdom?,Patrick Joseph O'Brien,Member of the 27th Parliament of the United Kingdom,Member of the 26th Parliament of the United Kingdom
Which employer did Laurent Schwartz work for before University of Paris?,Laurent Schwartz,University of Paris,Université de Nancy
Which employer did George Philbrook work for before University of Idaho?,George Philbrook,University of Idaho,Multnomah Athletic Club
Which team did Onur Kıvrak play for before Turkey national under-21 football team?,Onur Kıvrak,Turkey national under-21 football team,Turkey national under-19 football team
Which team did Neil Redfearn play for before Wigan Athletic F.C.?,Neil Redfearn,Wigan Athletic F.C.,Bradford City A.F.C.
Who was the head of Romania before Theodor Stolojan?,Romania,Theodor Stolojan,Petre Roman
Which position did William Leader Maberly hold before Member of the 8th Parliament of the United Kingdom?,William Leader Maberly,Member of the 8th Parliament of the United Kingdom,Member of the 7th Parliament of the United Kingdom
Who was the head of People's Republic of China before Hua Guofeng?,People's Republic of China,Hua Guofeng,Zhou Enlai
Which position did Peter Atkinson hold before Member of the 54th Parliament of the United Kingdom?,Peter Atkinson,Member of the 54th Parliament of the United Kingdom,Member of the 53rd Parliament of the United Kingdom
Which team did Anton Schumacher play for before KV Mechelen?,Anton Schumacher,KV Mechelen,1. FC Köln
Who was the chair of Union of Italian Jewish Communities before Renzo Gattegna?,Union of Italian Jewish Communities,Renzo Gattegna,Amos Luzzatto
Who was the chair of Economic Community of West African States before Mathieu Kérékou?,Economic Community of West African States,Mathieu Kérékou,Siaka Probyn Stevens
Which team did Alyaksey Belavusaw play for before FC Shakhtyor Salihorsk?,Alyaksey Belavusaw,FC Shakhtyor Salihorsk,FC Dinamo Minsk
"Which position did Sir Richard Paget, 1st Baronet hold before Member of the 23rd Parliament of the United Kingdom?","Sir Richard Paget, 1st Baronet",Member of the 23rd Parliament of the United Kingdom,Member of the 22nd Parliament of the United Kingdom
Who was the chair of American Alliance of Museums before Laura L. Lott?,American Alliance of Museums,Laura L. Lott,William Jacob Holland
Which employer did Nathan Gregory Silvermaster work for before United States Department of Agriculture?,Nathan Gregory Silvermaster,United States Department of Agriculture,Maritime Labor Board
Who was the head coach of the team Tampa Bay Rowdies before Stuart Campbell?,Tampa Bay Rowdies,Stuart Campbell,Thomas Rongen
Which team did Güven Gürsoy play for before Kırıkhanspor?,Güven Gürsoy,Kırıkhanspor,Sakaryaspor
Who was the chair of People's Party of the Balearic Islands before Cristòfol Soler?,People's Party of the Balearic Islands,Cristòfol Soler,Gabriel Cañellas i Fons
Who was the head coach of the team FC Astra Giurgiu before Bogdan Andone?,FC Astra Giurgiu,Bogdan Andone,Dan Alexa
Who was the chair of World Wide Fund for Nature before Emeka Anyaoku?,World Wide Fund for Nature,Emeka Anyaoku,Sara Morrison
Which position did Stavros Kostopoulos hold before Minister for Foreign Affairs of Greece?,Stavros Kostopoulos,Minister for Foreign Affairs of Greece,Greek Minister of the Interior
Which employer did Gaetano Scorza work for before Sapienza University of Rome?,Gaetano Scorza,Sapienza University of Rome,University of Naples Federico II
Who was the head of Nantou County before Lin Yuan-lang?,Nantou County,Lin Yuan-lang,Wu Den-yih
Which position did Vlasta Parkanová hold before Member of the Chamber of Deputies of the Parliament of the Czech Republic?,Vlasta Parkanová,Member of the Chamber of Deputies of the Parliament of the Czech Republic,Deputy Prime Minister of the Czech Republic
Which political party did Rosemarie Hein belong to before The Left?,Rosemarie Hein,The Left,The Left Party.PDS
Who was the head of Esch-sur-Alzette before Antoine Krier?,Esch-sur-Alzette,Antoine Krier,Hubert Clément
Who was the head of Georgia before Giorgi Gakharia?,Georgia,Giorgi Gakharia,Mamuka Bakhtadze
Which employer did Laurent Schwartz work for before École polytechnique?,Laurent Schwartz,École polytechnique,University of Paris
"Which position did Charles-Joseph, 4th Duke d'Ursel hold before Senator of Belgium?","Charles-Joseph, 4th Duke d'Ursel",Senator of Belgium,Minister of State
Which team did David Bory play for before Bath Rugby?,David Bory,Bath Rugby,Castres Olympique
Which team did Maciej Korzym play for before Górnik Zabrze?,Maciej Korzym,Górnik Zabrze,Podbeskidzie Bielsko-Biała
"Which employer did Moxie Marlinspike work for before Twitter, Inc.?",Moxie Marlinspike,"Twitter, Inc.",Whisper Systems
Who was the chair of Belgian Senate before Stephanie D'Hose?,Belgian Senate,Stephanie D'Hose,Sabine Laruelle
Which position did Per-Kristian Foss hold before Representative of the Parliamentary Assembly of the Council of Europe?,Per-Kristian Foss,Representative of the Parliamentary Assembly of the Council of Europe,Minister of Finance of Norway
Who was the head coach of the team Tennis Borussia Berlin before Robert Jaspert?,the team Tennis Borussia Berlin,Robert Jaspert,Mirko Slomka
Who was the head coach of the team Club Brugge K.V. before Carl Hoefkens?,Club Brugge K.V.,Carl Hoefkens,Alfred Schreuder
Which employer did Aarne Üksküla work for before Vanalinnastuudio?,Aarne Üksküla,Vanalinnastuudio,Endla Theatre
"Which position did Thomas S. Gates, Jr. hold before United States Secretary of Defense?","Thomas S. Gates, Jr.",United States Secretary of Defense,United States Deputy Secretary of Defense
"Which position did Seán Flanagan hold before Minister for Communications, Climate Action and Environment?",Seán Flanagan,"Minister for Communications, Climate Action and Environment",Minister for Health
Who was the chair of Italian Radicals before Laura Arconti?,Italian Radicals,Laura Arconti,Silvio Viale
Which position did John R. Bass hold before United States Ambassador to Afghanistan?,John R. Bass,United States Ambassador to Afghanistan,United States Ambassador to Turkey
"Which employer did Richard C. Bradt work for before University of Nevada, Reno?",Richard C. Bradt,"University of Nevada, Reno",University of Washington
"Which position did Hardinge Giffard, 1st Earl of Halsbury hold before Member of the 22nd Parliament of the United Kingdom?","Hardinge Giffard, 1st Earl of Halsbury",Member of the 22nd Parliament of the United Kingdom,Member of the 21st Parliament of the United Kingdom
Which employer did Vilhelm Bjerknes work for before Leipzig University?,Vilhelm Bjerknes,Leipzig University,University of Oslo
"Which position did Michael Noonan hold before Minister for Jobs, Enterprise and Innovation?",Michael Noonan,"Minister for Jobs, Enterprise and Innovation",Minister for Justice and Equality
Which team did Raúl Servín play for before Real Madrid Fc?,Raúl Servín,Real Madrid Fc,Atlas F.C.
Which position did John Carpenter Garnier hold before Member of the 22nd Parliament of the United Kingdom?,John Carpenter Garnier,Member of the 22nd Parliament of the United Kingdom,Member of the 21st Parliament of the United Kingdom
Which position did V. D. Satheesan hold before Member of the 15th Kerala Legislative Assembly?,V. D. Satheesan,Member of the 15th Kerala Legislative Assembly,Member of the 14th Kerala Legislative Assembly
Which position did Daniel Scioli hold before member of the Argentine Chamber of Deputies?,Daniel Scioli,member of the Argentine Chamber of Deputies,Governor of Buenos Aires Province
Who was the chair of United States Commission of Fine Arts before Earl A. Powell III?,United States Commission of Fine Arts,Earl A. Powell III,Harry G. Robinson III
Which political party did Gad Yaacobi belong to before Alignment?,Gad Yaacobi,Alignment,Rafi
Who was the chair of Academy of Arts of the GDR before Willi Bredel?,Academy of Arts of the GDR,Willi Bredel,Otto Nagel
Who was the head of Romania before Ludovic Orban?,Romania,Ludovic Orban,Viorica Dăncilă
Which position did William Taylor Copeland hold before Member of the 11th Parliament of the United Kingdom?,William Taylor Copeland,Member of the 11th Parliament of the United Kingdom,Member of the 10th Parliament of the United Kingdom
Which team did Federico Freire play for before Arsenal de Sarandí?,Federico Freire,Arsenal de Sarandí,Calcio Catania
Who was the head of Russia before Mikhail Fradkov?,Russia,Mikhail Fradkov,Viktor Khristenko
Which team did Sandro Wolfinger play for before FC Balzers?,Sandro Wolfinger,FC Balzers,FC Chur 97
"Which position did Charles Wentworth-Fitzwilliam, 5th Earl Fitzwilliam hold before Member of the 9th Parliament of the United Kingdom?","Charles Wentworth-Fitzwilliam, 5th Earl Fitzwilliam",Member of the 9th Parliament of the United Kingdom,Member of the 8th Parliament of the United Kingdom
Which political party did Masir Kujat belong to before Sarawak United Party?,Masir Kujat,Sarawak United Party,Parti Rakyat Sarawak
Which employer did Sidney W. Bijou work for before University of Illinois at Urbana–Champaign?,Sidney W. Bijou,University of Illinois at Urbana–Champaign,University of Washington
Who was the head coach of the team Olympique Lyonnais before Rudi Garcia?,Olympique Lyonnais,Rudi Garcia,Sylvinho
Which team did Gerry Hitchens play for before Worcester City F.C.?,Gerry Hitchens,Worcester City F.C.,Cagliari Calcio
Which employer did Fazlur Rahman Malik work for before McGill University?,Fazlur Rahman Malik,McGill University,Durham University
Which political party did Shane Knuth belong to before Liberal National Party of Queensland?,Shane Knuth,Liberal National Party of Queensland,National Party of Australia
Who was the head coach of the team Vasas SC before Ferenc Bene?,Vasas SC,Ferenc Bene,Károly Szanyó
Which employer did Louis Bachelier work for before University of Burgundy?,Louis Bachelier,University of Burgundy,Science Faculty of Paris
Who was the head of Sant Fost de Campsentelles before Maria José Sánchez i Ortega?,Maria José Sánchez i Ortega,Sant Fost de Campsentelles,Montserrat Sanmarti Pratginestós
Who was the chair of Young Socialists in the SPD before Johanna Uekermann?,chair of Young Socialists in the SPD,Johanna Uekermann,Sascha Vogt
Who was the head of state of People's Republic of China before Xi Jinping?,People's Republic of China,Xi Jinping,Hu Jintao
Who was the head of Free Hanseatic City of Bremen before Andreas Bovenschulte?,Free Hanseatic City of Bremen,Andreas Bovenschulte,Carsten Sieling
Where was Val Ackerman educated before University of Virginia?,Val Ackerman,University of Virginia,Hopewell Valley Central High School
Which team did Anthony Charteau play for before Movistar Team?,Anthony Charteau,Movistar Team,Crédit Agricole
Which position did William Taylor Copeland hold before Member of the 14th Parliament of the United Kingdom?,William Taylor Copeland,Member of the 14th Parliament of the United Kingdom,Member of the 13th Parliament of the United Kingdom
Which position did Vlasta Parkanová hold before Minister of Defence of the Czech Republic?,Vlasta Parkanová,Minister of Defence of the Czech Republic,Minister of Justice of the Czech Republic
Which political party did Adrian Năstase belong to before Social Democracy Party of Romania?,Adrian Năstase,Social Democracy Party of Romania,Democratic National Salvation Front
Which employer did Marilyn Strathern work for before University of Cambridge?,Marilyn Strathern,University of Cambridge,University of Manchester
Which position did Alexander McArthur hold before Member of the 24th Parliament of the United Kingdom?,Alexander McArthur,Member of the 24th Parliament of the United Kingdom,Member of the 23rd Parliament of the United Kingdom
Which employer did Frederick M. Bernthal work for before National Science Foundation?,Frederick M. Bernthal,National Science Foundation,Nuclear Regulatory Commission
Who was the chair of USSR Ministry of Health before Yevgeniy Chazov?,USSR Ministry of Health,Yevgeniy Chazov,Sergey Burenkov
Who was the head of Poland before Waldemar Pawlak?,Poland,Waldemar Pawlak,Hanna Suchocka
Which position did John Corrie hold before member of the European Parliament?,John Corrie,member of the European Parliament,Substitute member of the Parliamentary Assembly of the Council of Europe
Who was the head of Germany before Willy Brandt?,Germany,Willy Brandt,Kurt Georg Kiesinger
Who was the head of Hon-Hergies before Polycarpe Augustin Joseph Joly?,Hon-Hergies,Polycarpe Augustin Joseph Joly,Léopold Boez
Who was the chair of Confédération des syndicats nationaux before Caroline Senneville?,Confédération des syndicats nationaux,Caroline Senneville,Jacques Létourneau
Which position did Andrés Chadwick hold before minister Secretary General of Government of Chile?,Andrés Chadwick,minister Secretary General of Government of Chile,senator of Chile
Who was the head of Poland before Włodzimierz Cimoszewicz?,Poland,Włodzimierz Cimoszewicz,Józef Oleksy
"Where was Mette-Marit, Crown Princess of Norway educated before BI Norwegian Business School?","Mette-Marit, Crown Princess of Norway",BI Norwegian Business School,"School of Oriental and African Studies, University of London"
Which employer did Sebastián Edwards work for before UCLA Anderson School of Management?,Sebastián Edwards,UCLA Anderson School of Management,"University of California, Los Angeles"
Which team did Mario Mutsch play for before FC Metz?,Mario Mutsch,FC Metz,FC Aarau
Who was the head of Chicago before Hempstead Washburne?,Chicago,Hempstead Washburne,DeWitt Clinton Cregier
Which position did José Pardo y Barreda hold before President of Peru?,José Pardo y Barreda,President of Peru,rector of the National University of San Marcos
Which team did Eric Potts play for before Preston North End F.C.?,Eric Potts,Preston North End F.C.,Brighton & Hove Albion F.C.
Which employer did Frederick M. Bernthal work for before Howard Baker?,Frederick M. Bernthal,Howard Baker,Michigan State University
Who was the chair of Tennessee State University before Frederick S. Humphries?,Tennessee State University,Frederick S. Humphries,Andrew P. Torrence
Which position did Arthur Roche hold before diocesan bishop?,Arthur Roche,diocesan bishop,coadjutor bishop
"Which position did John Russell, 1st Earl Russell hold before Member of the 6th Parliament of the United Kingdom?","John Russell, 1st Earl Russell",Member of the 6th Parliament of the United Kingdom,Member of the 5th Parliament of the United Kingdom
Which employer did Ellen Muehlberger work for before DePauw University?,Ellen Muehlberger,DePauw University,Indiana University Bloomington
Which position did James Brokenshire hold before Member of the 56th Parliament of the United Kingdom?,James Brokenshire,Member of the 56th Parliament of the United Kingdom,Member of the 55th Parliament of the United Kingdom
Which team did Christophe Samson play for before RC Toulonnais?,Christophe Samson,RC Toulonnais,ASM Clermont Auvergne
Who was the chair of University of Limoges before Hélène Pauliat?,University of Limoges,Hélène Pauliat,Jacques Fontanille
Which political party did Kōichirō Genba belong to before Constitutional Democratic Party of Japan?,Kōichirō Genba,Constitutional Democratic Party of Japan,Reviewing Group on Social Security Policy
Who was the head of state of Austria before Kurt Waldheim?,Austria,Kurt Waldheim,Rudolf Kirchschläger
Which team did Elixabete Sarasola play for before College of Charleston Cougars?,Elixabete Sarasola,College of Charleston Cougars,FC Barcelona Femení
Who was the chair of World Wide Fund for Nature before E. Neville Isdell?,World Wide Fund for Nature,E. Neville Isdell,Pavan Sukhdev
Who was the head of Brandenburg an der Havel before Steffen Scheller?,Brandenburg an der Havel,Steffen Scheller,Dietlind Tiemann
Who was the chair of Economic Community of West African States before Jerry Rawlings?,Economic Community of West African States,Jerry Rawlings,Nicéphore Soglo
Which employer did Gabriel Díaz Bessón work for before Mezquita Catedral?,Gabriel Díaz Bessón,Mezquita Catedral,Royal Convent of La Encarnación
Which employer did Louis J. Mordell work for before Manchester College of Arts and Technology?,Louis J. Mordell,Manchester College of Arts and Technology,"Birkbeck, University of London"
Who was the head of Russia before Sergei Stepashin?,Russia,Sergei Stepashin,Yevgeny Primakov
Which employer did Pedro J. Ramírez work for before El Mundo.?,Pedro J. Ramírez,El Mundo,Diario 16
Which team did Gerry Hitchens play for before FC Inter Milan?,Gerry Hitchens,FC Inter Milan,Aston Villa F.C.
Who was the head coach of the team Enosis Neon Paralimni FC before Sotiris Antoniou?,Enosis Neon Paralimni FC,Sotiris Antoniou,Carlos Alós Ferrer
Which team did David Bory play for before Castres Olympique?,David Bory,Castres Olympique,France national rugby union team
Which employer did Simon Streatfeild work for before Regina Symphony Orchestra?,Simon Streatfeild,Regina Symphony Orchestra,Academy of St Martin in the Fields
Who was the head coach of the team New York Liberty before Richie Adubato?,New York Liberty,Richie Adubato,Nancy Darsch
Which team did Billy Manuel play for before Gillingham F.C.?,Billy Manuel,Gillingham F.C.,Peterborough United F.C.
Which employer did Moxie Marlinspike work for before Signal Messenger?,Moxie Marlinspike,Signal Messenger,Open Whisper Systems
Which team did Yaser Karami play for before Moghavemat Tehran F.C.?,Yaser Karami,Moghavemat Tehran F.C.,Saba Qom F.C.
Which team did Neil Redfearn play for before Charlton Athletic F.C.?,Neil Redfearn,Charlton Athletic F.C.,Barnsley F.C.
Who was the head coach of the team Olympique Lyonnais before Sylvinho?,Olympique Lyonnais,Sylvinho,Bruno Génésio
Who was the head of Chicago before Harvey Doolittle Colvin?,Chicago,Harvey Doolittle Colvin,Lester L. Bond
